"","date","year","season","location","site_n","time","right_observer","left_observer","visibility","direction","abundance","distance","length","species","reserve","id","observer","enforcement","new_a","new_b","new_id","campaign","observer_num","species_richness","max_richness","max_abundance","shannon","max_biomass"
"308","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,7,"Symphodus.mediterraneus","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0173,2.902,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"309","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",5,1,5,"Thalassoma.pavo","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0092,3.111,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"310","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,10,"Thalassoma.pavo","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0092,3.111,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"311","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",5,1,3,"Thalassoma.pavo","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0092,3.111,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"312","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,5,"Thalassoma.pavo","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0092,3.111,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"313","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,8,"Thalassoma.pavo","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0092,3.111,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"314","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",6,1,8,"Thalassoma.pavo","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0092,3.111,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"315","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",5,1,5,"Thalassoma.pavo","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0092,3.111,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"316","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,10,"Thalassoma.pavo","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0092,3.111,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"317","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",3,1,8,"Thalassoma.pavo","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0092,3.111,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"318","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,15,"Thalassoma.pavo","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0092,3.111,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"319","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,8,"Thalassoma.pavo","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0092,3.111,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"320","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",10,1,8,"Thalassoma.pavo","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0092,3.111,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"321","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,8,"Thalassoma.pavo","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0092,3.111,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"322","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,5,"Thalassoma.pavo","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0092,3.111,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"323","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",5,1,5,"Thalassoma.pavo","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0092,3.111,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"324","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,60,"Epinephelus.marginatus","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0127,3.085,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"325","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",1,2,15,"Sargocentron.rubrum","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0571,2.658,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"326","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,15,"Sargocentron.rubrum","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0571,2.658,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"327","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,15,"Thalassoma.pavo","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0092,3.111,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"328","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",1,2,10,"Thalassoma.pavo","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0092,3.111,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"329","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",50,1,8,"Thalassoma.pavo","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0092,3.111,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"330","29/04/2015",2015,"Spring","Achziv",10,"9:59","Shevy Rothman","Shahar Malamud",NA,"Left",3,1,8,"Coris.julis","In","10 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",3,0.0082,3.054,"10 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,7,159,0.697032250728444,6984.55473043874
"331","29/04/2015",2015,"Spring","Achziv",3,"14:40","Shevy Rothman","Shahar Malamud",NA,"Left",3,1,8,"Thalassoma.pavo","Out","3 A Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 A Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,5,73,1.07147134415971,2583.16155636052
"332","29/04/2015",2015,"Spring","Achziv",3,"14:40","Shevy Rothman","Shahar Malamud",NA,"Left",2,1,7,"Thalassoma.pavo","Out","3 A Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 A Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,5,73,1.07147134415971,2583.16155636052
"333","29/04/2015",2015,"Spring","Achziv",3,"14:40","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,4,"Thalassoma.pavo","Out","3 A Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 A Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,5,73,1.07147134415971,2583.16155636052
"334","29/04/2015",2015,"Spring","Achziv",3,"14:40","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,15,"Thalassoma.pavo","Out","3 A Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 A Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,5,73,1.07147134415971,2583.16155636052
"335","29/04/2015",2015,"Spring","Achziv",3,"14:40","Shevy Rothman","Shahar Malamud",NA,"Left",2,1,8,"Thalassoma.pavo","Out","3 A Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 A Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,5,73,1.07147134415971,2583.16155636052
"336","29/04/2015",2015,"Spring","Achziv",3,"14:40","Shevy Rothman","Shahar Malamud",NA,"Left",3,1,3,"Thalassoma.pavo","Out","3 A Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 A Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,5,73,1.07147134415971,2583.16155636052
"337","29/04/2015",2015,"Spring","Achziv",3,"14:40","Shevy Rothman","Shahar Malamud",NA,"Left",2,1,5,"Thalassoma.pavo","Out","3 A Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 A Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,5,73,1.07147134415971,2583.16155636052
"338","29/04/2015",2015,"Spring","Achziv",3,"14:40","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,5,"Thalassoma.pavo","Out","3 A Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 A Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,5,73,1.07147134415971,2583.16155636052
"339","29/04/2015",2015,"Spring","Achziv",3,"14:40","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,8,"Thalassoma.pavo","Out","3 A Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 A Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,5,73,1.07147134415971,2583.16155636052
"340","29/04/2015",2015,"Spring","Achziv",3,"14:40","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,5,"Thalassoma.pavo","Out","3 A Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 A Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,5,73,1.07147134415971,2583.16155636052
"341","29/04/2015",2015,"Spring","Achziv",3,"14:40","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,5,"Thalassoma.pavo","Out","3 A Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 A Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,5,73,1.07147134415971,2583.16155636052
"342","29/04/2015",2015,"Spring","Achziv",3,"14:40","Shevy Rothman","Shahar Malamud",NA,"Left",3,1,5,"Thalassoma.pavo","Out","3 A Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 A Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,5,73,1.07147134415971,2583.16155636052
"343","29/04/2015",2015,"Spring","Achziv",3,"14:40","Shevy Rothman","Shahar Malamud",NA,"Left",5,1,8,"Thalassoma.pavo","Out","3 A Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 A Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,5,73,1.07147134415971,2583.16155636052
"344","29/04/2015",2015,"Spring","Achziv",3,"14:40","Shevy Rothman","Shahar Malamud",NA,"Left",5,2,7,"Thalassoma.pavo","Out","3 A Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 A Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,5,73,1.07147134415971,2583.16155636052
"345","29/04/2015",2015,"Spring","Achziv",3,"14:40","Shevy Rothman","Shahar Malamud",NA,"Left",5,0.5,10,"Pempheris.vanicolensis","Out","3 A Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0119,3.026,"3 A Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,5,73,1.07147134415971,2583.16155636052
"346","29/04/2015",2015,"Spring","Achziv",3,"14:40","Shevy Rothman","Shahar Malamud",NA,"Left",10,1,10,"Pempheris.vanicolensis","Out","3 A Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0119,3.026,"3 A Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,5,73,1.07147134415971,2583.16155636052
"347","29/04/2015",2015,"Spring","Achziv",3,"14:40","Shevy Rothman","Shahar Malamud",NA,"Left",5,1,10,"Pempheris.vanicolensis","Out","3 A Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0119,3.026,"3 A Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,5,73,1.07147134415971,2583.16155636052
"348","29/04/2015",2015,"Spring","Achziv",3,"14:40","Shevy Rothman","Shahar Malamud",NA,"Left",6,1,20,"Sargocentron.rubrum","Out","3 A Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0571,2.658,"3 A Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,5,73,1.07147134415971,2583.16155636052
"349","29/04/2015",2015,"Spring","Achziv",3,"14:40","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,15,"Diplodus.sargus","Out","3 A Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0608,2.5,"3 A Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,5,73,1.07147134415971,2583.16155636052
"350","29/04/2015",2015,"Spring","Achziv",3,"14:40","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,25,"Epinephelus.marginatus","Out","3 A Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0127,3.085,"3 A Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",5,5,73,1.07147134415971,2583.16155636052
"351","29/04/2015",2015,"Spring","Achziv",3,"14:55","Shevy Rothman","Shahar Malamud",NA,"Left",5,1,5,"Thalassoma.pavo","Out","3 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,101,0.055737011726114,671.585680780981
"352","29/04/2015",2015,"Spring","Achziv",3,"14:55","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,8,"Thalassoma.pavo","Out","3 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,101,0.055737011726114,671.585680780981
"353","29/04/2015",2015,"Spring","Achziv",3,"14:55","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,8,"Thalassoma.pavo","Out","3 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,101,0.055737011726114,671.585680780981
"354","29/04/2015",2015,"Spring","Achziv",3,"14:55","Shevy Rothman","Shahar Malamud",NA,"Left",8,1,8,"Thalassoma.pavo","Out","3 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,101,0.055737011726114,671.585680780981
"355","29/04/2015",2015,"Spring","Achziv",3,"14:55","Shevy Rothman","Shahar Malamud",NA,"Left",5,1,5,"Thalassoma.pavo","Out","3 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,101,0.055737011726114,671.585680780981
"356","29/04/2015",2015,"Spring","Achziv",3,"14:55","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,8,"Thalassoma.pavo","Out","3 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,101,0.055737011726114,671.585680780981
"357","29/04/2015",2015,"Spring","Achziv",3,"14:55","Shevy Rothman","Shahar Malamud",NA,"Left",5,1,7,"Thalassoma.pavo","Out","3 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,101,0.055737011726114,671.585680780981
"358","29/04/2015",2015,"Spring","Achziv",3,"14:55","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,7,"Thalassoma.pavo","Out","3 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,101,0.055737011726114,671.585680780981
"359","29/04/2015",2015,"Spring","Achziv",3,"14:55","Shevy Rothman","Shahar Malamud",NA,"Left",8,2,8,"Thalassoma.pavo","Out","3 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,101,0.055737011726114,671.585680780981
"360","29/04/2015",2015,"Spring","Achziv",3,"14:55","Shevy Rothman","Shahar Malamud",NA,"Left",15,1,5,"Thalassoma.pavo","Out","3 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,101,0.055737011726114,671.585680780981
"361","29/04/2015",2015,"Spring","Achziv",3,"14:55","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,10,"Thalassoma.pavo","Out","3 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,101,0.055737011726114,671.585680780981
"362","29/04/2015",2015,"Spring","Achziv",3,"14:55","Shevy Rothman","Shahar Malamud",NA,"Left",10,1,3,"Thalassoma.pavo","Out","3 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,101,0.055737011726114,671.585680780981
"363","29/04/2015",2015,"Spring","Achziv",3,"14:55","Shevy Rothman","Shahar Malamud",NA,"Left",5,1,8,"Thalassoma.pavo","Out","3 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,101,0.055737011726114,671.585680780981
"364","29/04/2015",2015,"Spring","Achziv",3,"14:55","Shevy Rothman","Shahar Malamud",NA,"Left",5,1,7,"Thalassoma.pavo","Out","3 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,101,0.055737011726114,671.585680780981
"365","29/04/2015",2015,"Spring","Achziv",3,"14:55","Shevy Rothman","Shahar Malamud",NA,"Left",12,2,7,"Thalassoma.pavo","Out","3 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,101,0.055737011726114,671.585680780981
"366","29/04/2015",2015,"Spring","Achziv",3,"14:55","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,12,"Coris.julis","Out","3 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0082,3.054,"3 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,101,0.055737011726114,671.585680780981
"367","29/04/2015",2015,"Spring","Achziv",3,"14:55","Shevy Rothman","Shahar Malamud",NA,"Left",1,2,10,"Coris.julis","Out","3 B Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0082,3.054,"3 B Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,101,0.055737011726114,671.585680780981
"368","29/04/2015",2015,"Spring","Achziv",3,"15:20","Shevy Rothman","Shahar Malamud",NA,"Left",8,2,8,"Thalassoma.pavo","Out","3 C Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 C Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",4,4,89,0.709627030762231,1864.26817754336
"369","29/04/2015",2015,"Spring","Achziv",3,"15:20","Shevy Rothman","Shahar Malamud",NA,"Left",2,2,7,"Thalassoma.pavo","Out","3 C Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 C Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",4,4,89,0.709627030762231,1864.26817754336
"370","29/04/2015",2015,"Spring","Achziv",3,"15:20","Shevy Rothman","Shahar Malamud",NA,"Left",3,1,5,"Thalassoma.pavo","Out","3 C Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 C Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",4,4,89,0.709627030762231,1864.26817754336
"371","29/04/2015",2015,"Spring","Achziv",3,"15:20","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,5,"Thalassoma.pavo","Out","3 C Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 C Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",4,4,89,0.709627030762231,1864.26817754336
"372","29/04/2015",2015,"Spring","Achziv",3,"15:20","Shevy Rothman","Shahar Malamud",NA,"Left",5,1,5,"Thalassoma.pavo","Out","3 C Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 C Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",4,4,89,0.709627030762231,1864.26817754336
"373","29/04/2015",2015,"Spring","Achziv",3,"15:20","Shevy Rothman","Shahar Malamud",NA,"Left",3,1,4,"Thalassoma.pavo","Out","3 C Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 C Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",4,4,89,0.709627030762231,1864.26817754336
"374","29/04/2015",2015,"Spring","Achziv",3,"15:20","Shevy Rothman","Shahar Malamud",NA,"Left",2,1,8,"Thalassoma.pavo","Out","3 C Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 C Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",4,4,89,0.709627030762231,1864.26817754336
"375","29/04/2015",2015,"Spring","Achziv",3,"15:20","Shevy Rothman","Shahar Malamud",NA,"Left",1,1,8,"Thalassoma.pavo","Out","3 C Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 C Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",4,4,89,0.709627030762231,1864.26817754336
"376","29/04/2015",2015,"Spring","Achziv",3,"15:20","Shevy Rothman","Shahar Malamud",NA,"Left",20,2,5,"Thalassoma.pavo","Out","3 C Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 C Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",4,4,89,0.709627030762231,1864.26817754336
"377","29/04/2015",2015,"Spring","Achziv",3,"15:20","Shevy Rothman","Shahar Malamud",NA,"Left",15,2,7,"Thalassoma.pavo","Out","3 C Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 C Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",4,4,89,0.709627030762231,1864.26817754336
"378","29/04/2015",2015,"Spring","Achziv",3,"15:20","Shevy Rothman","Shahar Malamud",NA,"Left",5,1,5,"Thalassoma.pavo","Out","3 C Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"3 C Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",4,4,89,0.709627030762231,1864.26817754336
"379","29/04/2015",2015,"Spring","Achziv",3,"15:20","Shevy Rothman","Shahar Malamud",NA,"Left",1,2,15,"Pempheris.vanicolensis","Out","3 C Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0119,3.026,"3 C Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",4,4,89,0.709627030762231,1864.26817754336
"380","29/04/2015",2015,"Spring","Achziv",3,"15:20","Shevy Rothman","Shahar Malamud",NA,"Left",6,2,15,"Pempheris.vanicolensis","Out","3 C Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0119,3.026,"3 C Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",4,4,89,0.709627030762231,1864.26817754336
"381","29/04/2015",2015,"Spring","Achziv",3,"15:20","Shevy Rothman","Shahar Malamud",NA,"Left",1,2,20,"Siganus.luridus","Out","3 C Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.011,3.04,"3 C Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",4,4,89,0.709627030762231,1864.26817754336
"382","29/04/2015",2015,"Spring","Achziv",3,"15:20","Shevy Rothman","Shahar Malamud",NA,"Left",2,2,10,"Siganus.luridus","Out","3 C Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.011,3.04,"3 C Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",4,4,89,0.709627030762231,1864.26817754336
"383","29/04/2015",2015,"Spring","Achziv",3,"15:20","Shevy Rothman","Shahar Malamud",NA,"Left",3,2,20,"Sargocentron.rubrum","Out","3 C Achziv 2015 Spring Shevy Rothman Shahar Malamud","Shahar Malamud",0,0.0571,2.658,"3 C Achziv 2015 Spring Shahar Malamud","2015 ","two_observers",4,4,89,0.709627030762231,1864.26817754336
