data.origin,country,site,lon,lat,trans,species,sp.length,sp.n,season,protection,enforcement,total.mpa.ha,size.notake,yr.creation,age.reserve.yr,depth,tmean,trange,sal_mean,pp_mean,pp_range
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,1,Spicara.smaris,5,1000,Fall,NO,0,0,0,NA,NA,25.200000000000003,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,1,Diplodus.sargus,12,1,Fall,NO,0,0,0,NA,NA,25.200000000000003,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,1,Boops.boops,6,1000,Fall,NO,0,0,0,NA,NA,25.200000000000003,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,1,Mullus.surmuletus,12,1,Fall,NO,0,0,0,NA,NA,25.200000000000003,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,1,Serranus.scriba,14,1,Fall,NO,0,0,0,NA,NA,25.200000000000003,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,1,Serranus.scriba,12,1,Fall,NO,0,0,0,NA,NA,25.200000000000003,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,2,Chromis.chromis,4,30,Fall,NO,0,0,0,NA,NA,6.85,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,2,Chromis.chromis,3,30,Fall,NO,0,0,0,NA,NA,6.85,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,2,Siganus.luridus,15,3,Fall,NO,0,0,0,NA,NA,6.85,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,2,Thalassoma.pavo,6,1,Fall,NO,0,0,0,NA,NA,6.85,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,2,Thalassoma.pavo,12,1,Fall,NO,0,0,0,NA,NA,6.85,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,2,Thalassoma.pavo,6,2,Fall,NO,0,0,0,NA,NA,6.85,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,2,Coris.julis,18,1,Fall,NO,0,0,0,NA,NA,6.85,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,2,Sparisoma.cretense,8,1,Fall,NO,0,0,0,NA,NA,6.85,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,2,Sparisoma.cretense,6,6,Fall,NO,0,0,0,NA,NA,6.85,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,2,Thalassoma.pavo,10,1,Fall,NO,0,0,0,NA,NA,6.85,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,2,Thalassoma.pavo,6,1,Fall,NO,0,0,0,NA,NA,6.85,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,2,Thalassoma.pavo,4,1,Fall,NO,0,0,0,NA,NA,6.85,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,2,Thalassoma.pavo,5,1,Fall,NO,0,0,0,NA,NA,6.85,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,2,Thalassoma.pavo,2,1,Fall,NO,0,0,0,NA,NA,6.85,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,2,Thalassoma.pavo,14,2,Fall,NO,0,0,0,NA,NA,6.85,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,2,Serranus.scriba,15,1,Fall,NO,0,0,0,NA,NA,6.85,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,2,Diplodus.sargus,8,1,Fall,NO,0,0,0,NA,NA,6.85,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,2,Diplodus.sargus,10,1,Fall,NO,0,0,0,NA,NA,6.85,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,2,Epinephelus.costae,30,1,Fall,NO,0,0,0,NA,NA,6.85,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191MLSO,24.39293,35.17217,2,Diplodus.vulgaris,8,1,Fall,NO,0,0,0,NA,NA,6.85,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,1,Chromis.chromis,8,50,Fall,NO,0,0,0,NA,NA,25.7,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,1,Chromis.chromis,6,500,Fall,NO,0,0,0,NA,NA,25.7,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,1,Serranus.cabrilla,17,1,Fall,NO,0,0,0,NA,NA,25.7,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,1,Serranus.cabrilla,21,1,Fall,NO,0,0,0,NA,NA,25.7,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,1,Thalassoma.pavo,5,1,Fall,NO,0,0,0,NA,NA,25.7,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,1,Thalassoma.pavo,11,2,Fall,NO,0,0,0,NA,NA,25.7,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,1,Thalassoma.pavo,8,2,Fall,NO,0,0,0,NA,NA,25.7,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,1,Thalassoma.pavo,17,1,Fall,NO,0,0,0,NA,NA,25.7,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,1,Siganus.luridus,15,10,Fall,NO,0,0,0,NA,NA,25.7,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,1,Siganus.luridus,14,2,Fall,NO,0,0,0,NA,NA,25.7,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,1,Coris.julis,13,1,Fall,NO,0,0,0,NA,NA,25.7,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,1,Coris.julis,11,2,Fall,NO,0,0,0,NA,NA,25.7,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,1,Coris.julis,12,2,Fall,NO,0,0,0,NA,NA,25.7,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,1,Coris.julis,17,4,Fall,NO,0,0,0,NA,NA,25.7,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,1,Gobius.geniporus,12,1,Fall,NO,0,0,0,NA,NA,25.7,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,1,Sparisoma.cretense,6,3,Fall,NO,0,0,0,NA,NA,25.7,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,1,Spicara.maena,11,5,Fall,NO,0,0,0,NA,NA,25.7,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,1,Coris.julis,16,1,Fall,NO,0,0,0,NA,NA,25.7,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,1,Coris.julis,14,1,Fall,NO,0,0,0,NA,NA,25.7,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,1,Thalassoma.pavo,14,1,Fall,NO,0,0,0,NA,NA,25.7,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Sargocentron.rubrum,14,1,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Thalassoma.pavo,6,1,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Thalassoma.pavo,18,1,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Thalassoma.pavo,8,1,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Thalassoma.pavo,16,1,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Chromis.chromis,6,5,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Chromis.chromis,10,4,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Chromis.chromis,9,2,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Diplodus.vulgaris,16,1,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Diplodus.vulgaris,10,2,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Diplodus.vulgaris,12,1,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Epinephelus.costae,24,1,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Siganus.luridus,20,1,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Siganus.luridus,10,1,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Siganus.luridus,11,3,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Spicara.maena,13,2,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Spicara.maena,10,200,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Spicara.maena,12,3,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Pterois.miles,30,4,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Pterois.miles,28,3,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Sparisoma.cretense,12,3,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Sparisoma.cretense,25,1,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Coris.julis,11,2,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Coris.julis,17,1,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Serranus.scriba,16,1,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Scorpaena.maderensis,16,1,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Thalassoma.pavo,13,1,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,2,Apogon.imberbis,10,1,Fall,NO,0,0,0,NA,NA,13.9,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,3,Thalassoma.pavo,12,1,Fall,NO,0,0,0,NA,NA,8.8,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,3,Thalassoma.pavo,11,3,Fall,NO,0,0,0,NA,NA,8.8,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,3,Thalassoma.pavo,14,1,Fall,NO,0,0,0,NA,NA,8.8,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,3,Thalassoma.pavo,11,1,Fall,NO,0,0,0,NA,NA,8.8,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,3,Sparisoma.cretense,11,1,Fall,NO,0,0,0,NA,NA,8.8,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,3,Sparisoma.cretense,14,4,Fall,NO,0,0,0,NA,NA,8.8,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,3,Sparisoma.cretense,15,15,Fall,NO,0,0,0,NA,NA,8.8,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,3,Sparisoma.cretense,18,2,Fall,NO,0,0,0,NA,NA,8.8,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,3,Spicara.maena,8,200,Fall,NO,0,0,0,NA,NA,8.8,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,3,Scorpaena.maderensis,13,1,Fall,NO,0,0,0,NA,NA,8.8,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,3,Coris.julis,14,1,Fall,NO,0,0,0,NA,NA,8.8,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,3,Coris.julis,13,1,Fall,NO,0,0,0,NA,NA,8.8,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,3,Coris.julis,11,1,Fall,NO,0,0,0,NA,NA,8.8,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,3,Diplodus.vulgaris,11,1,Fall,NO,0,0,0,NA,NA,8.8,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,3,Diplodus.vulgaris,12,1,Fall,NO,0,0,0,NA,NA,8.8,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,3,Siganus.luridus,15,10,Fall,NO,0,0,0,NA,NA,8.8,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,3,Sparisoma.cretense,12,5,Fall,NO,0,0,0,NA,NA,8.8,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,3,Sparisoma.cretense,17,2,Fall,NO,0,0,0,NA,NA,8.8,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410191HBSM,24.39293,35.17217,3,Sparisoma.cretense,14,20,Fall,NO,0,0,0,NA,NA,8.8,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,1,Chromis.chromis,9,400,Fall,NO,0,0,0,NA,NA,28.15,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,1,Chromis.chromis,5,200,Fall,NO,0,0,0,NA,NA,28.15,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,1,Siganus.luridus,15,40,Fall,NO,0,0,0,NA,NA,28.15,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,1,Sparisoma.cretense,20,1,Fall,NO,0,0,0,NA,NA,28.15,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,1,Sparisoma.cretense,15,2,Fall,NO,0,0,0,NA,NA,28.15,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,1,Sparisoma.cretense,10,2,Fall,NO,0,0,0,NA,NA,28.15,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,1,Serranus.cabrilla,16,1,Fall,NO,0,0,0,NA,NA,28.15,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,1,Sparisoma.cretense,25,1,Fall,NO,0,0,0,NA,NA,28.15,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,1,Mullus.surmuletus,17,1,Fall,NO,0,0,0,NA,NA,28.15,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,1,Mullus.surmuletus,20,2,Fall,NO,0,0,0,NA,NA,28.15,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,1,Mullus.surmuletus,13,2,Fall,NO,0,0,0,NA,NA,28.15,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,1,Symphodus.mediterraneus,10,1,Fall,NO,0,0,0,NA,NA,28.15,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,1,Coris.julis,10,3,Fall,NO,0,0,0,NA,NA,28.15,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,1,Coris.julis,15,1,Fall,NO,0,0,0,NA,NA,28.15,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,1,Thalassoma.pavo,10,3,Fall,NO,0,0,0,NA,NA,28.15,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,1,Thalassoma.pavo,13,1,Fall,NO,0,0,0,NA,NA,28.15,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,1,Thalassoma.pavo,4,2,Fall,NO,0,0,0,NA,NA,28.15,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,1,Symphodus.tinca,15,1,Fall,NO,0,0,0,NA,NA,28.15,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,1,Diplodus.vulgaris,13,1,Fall,NO,0,0,0,NA,NA,28.15,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,1,Apogon.imberbis,13,2,Fall,NO,0,0,0,NA,NA,28.15,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,1,Diplodus.sargus,20,1,Fall,NO,0,0,0,NA,NA,28.15,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,2,Diplodus.vulgaris,8,1,Fall,NO,0,0,0,NA,NA,9.5,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,2,Coris.julis,8,1,Fall,NO,0,0,0,NA,NA,9.5,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,2,Coris.julis,18,1,Fall,NO,0,0,0,NA,NA,9.5,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,2,Coris.julis,14,3,Fall,NO,0,0,0,NA,NA,9.5,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,2,Coris.julis,13,1,Fall,NO,0,0,0,NA,NA,9.5,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,2,Thalassoma.pavo,2,1,Fall,NO,0,0,0,NA,NA,9.5,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,2,Thalassoma.pavo,2,2,Fall,NO,0,0,0,NA,NA,9.5,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
Belmaker,Greece,ASSECret1410192SCSS,24.409021,35.17072,2,Chromis.chromis,3,200,Fall,NO,0,0,0,NA,NA,9.5,20.476500193277996,9.764833450317383,NA,3.4625359694473445e-4,0.0016837935157430668
