Trip date,Location,SiteNo,Trans_No,Start time,End time,Sea condition,Depth(m),DepthRange,Time,Lat(N),Lon(E),Right observer,Left observer,Azimuth,VisibilityBlocks,WaterTemp,Direction,Number_Ind,Distance,Length,Species,Family,Order,Reserve
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,3,3,20,Diplodus sargus,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,2,0,18,Symphodus tinca,Labridae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,1,16,Symphodus tinca,Labridae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,4,18,Symphodus tinca,Labridae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,4,26,Symphodus tinca,Labridae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,4,22,Symphodus tinca,Labridae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,20,0,2,Chromis chromis,Pomacentridae,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,3,25,Diplodus puntazzo,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,1,35,Diplodus puntazzo,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,0,20,Diplodus puntazzo,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,3,0,16,Oblada melanura,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,2,4,10,Oblada melanura,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,1,40,Mullus surmuletus,Mullidae,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,7,1,8,Chromis chromis,Pomacentridae,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,6,0,8,Chromis chromis,Pomacentridae,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,30,0,6,Chromis chromis,Pomacentridae,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,5,0,12,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,10,0,20,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,15,2,20,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,10,0,10,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,2,2,8,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,2,2,10,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,1,1,20,Serranus scriba,Serranidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,3,0,20,Serranus scriba,Serranidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,2,0,15,Symphodus tinca,Labridae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,2,0,20,Symphodus tinca,Labridae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,15,0,2,Chromis chromis,Pomacentridae,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,4,2,25,Diplodus sargus,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,5,2,20,Diplodus sargus,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,2,2,18,Diplodus sargus,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,1,0,25,Diplodus sargus,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,2,1,20,Diplodus puntazzo,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,3,3,20,Oblada melanura,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,2,0,18,Oblada melanura,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,6,1,15,Oblada melanura,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,2,0,8,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,3,1,12,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,6,0,15,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,5,0,15,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,1,0,25,Mullus surmuletus,Mullidae,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,30,1,8,Chromis chromis,Pomacentridae,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,20,0,6,Chromis chromis,Pomacentridae,Perciformes,In
02-08-17,Brijuni,5,2,7:51,8:50,,6,,13:15,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,3,2,12,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,2,1,15,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,2,2,10,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,1,1,6,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,1,0,15,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,2,0,10,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,1,0,12,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,5,0,10,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,5,1,10,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,2,1,10,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,20,2,8,Chromis chromis,Pomacentridae,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,5,3,10,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,4,2,12,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,6,1,15,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,3,2,6,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,7,1,8,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,6,2,10,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,5,1,8,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,2,1,20,Serranus scriba,Serranidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,2,0,12,Serranus scriba,Serranidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,4,2,10,Serranus scriba,Serranidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,4,0,12,Serranus scriba,Serranidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,1,0,15,Serranus scriba,Serranidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,3,2,12,Serranus scriba,Serranidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,2,1,10,Serranus scriba,Serranidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,2,0,8,Symphodus tinca,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,1,0,6,Symphodus tinca,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,1,0.5,8,Symphodus tinca,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,1,1,8,Symphodus tinca,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,3,2,15,Diplodus sargus,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,3,1,8,Serranus scriba,Serranidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Right,2,0.5,8,Gobius bucchichi,Gobiidae,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,9,2,6,Chromis chromis,Pomacentridae,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,2,1,15,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,3,3,14,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,2,8,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,13,4,16,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,1,20,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,2,16,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,3,12,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,2,12,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,0,16,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,2,0,18,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,2,1,16,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,2,0,10,Serranus scriba,Serranidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,3,2,12,Serranus scriba,Serranidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,1,10,Serranus scriba,Serranidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,8,0,12,Serranus scriba,Serranidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,2,0,6,Serranus scriba,Serranidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,2,12,Serranus scriba,Serranidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,2,5,26,Diplodus sargus,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,1,18,Diplodus sargus,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,2,4,10,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,4,16,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,4,0,8,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,3,4,18,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,3,4,12,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,0,6,Symphodus doderleini,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,2,1,8,Symphodus tinca,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,0,6,Symphodus tinca,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,1,14,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,3,7:51,8:50,,4.5,,13:30,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,2,1,16,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,0,20,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,0,10,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,3,14,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,0,22,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,0,25,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,2,20,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,3,12,Coris julis,Labridae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,150,0,6,Chromis chromis,Pomacentridae,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,15,1,2,Chromis chromis,Pomacentridae,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,20,0,10,Chromis chromis,Pomacentridae,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,1,26,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,1,24,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,2,2,20,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,2,14,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,2,0,16,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,3,2,14,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,1,22,Serranus scriba,Serranidae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,0,16,Serranus scriba,Serranidae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,4,16,Serranus scriba,Serranidae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,2,1,16,Serranus scriba,Serranidae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,1,14,Serranus scriba,Serranidae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,3,1,18,Oblada melanura,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,0,16,Oblada melanura,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,2,1,18,Oblada melanura,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,1,20,Symphodus tinca,Labridae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,1,6,Diplodus sargus,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,30,0,32,Sarpa salpa,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,40,1,35,Sarpa salpa,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,8,1,16,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,2,2,14,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,0,20,Diplodus vulgaris,Sparidae ,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,12,3,10,Chromis chromis,Pomacentridae,Perciformes,In
02-08-17,Brijuni,5,4,7:51,8:50,,4.5,,13:45,44.886908,13.752983,Tal Gavriely,Renanel Pickholtz,,14,26,Left,1,2,18,Serranus scriba,Serranidae ,Perciformes,In
